GG OTU,KEGG,ASV,Gene copies,Abundance (%),Contribution (%),Phylum,Class,Order,Family,Genus,Species,
511866,K01183,ASV0797,1,0.001187178,7.83E-06,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,NA,NA
514272,K01183,ASV1987,1,0.00117491,7.75E-06,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Anaerostipes,hadrus
561830,K01183,ASV0768,1,0.001091798,7.20E-06,Bacteria,Caldiserica,Caldisericia,Caldisericales,WCHB1-02,NA,NA
1040889,K01183,ASV3310,1,0.001091798,7.20E-06,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae_NK4A136_group,NA
1130804,K01183,ASV1204,1,0.001081303,7.13E-06,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Spirosomaceae,Spirosoma,NA
812105,K01183,ASV3829,1,0.001081303,7.13E-06,Bacteria,Latescibacteria,NA,NA,NA,NA,NA
940662,K01183,ASV1664,1,0.00105527,6.96E-06,Bacteria,FBP,NA,NA,NA,NA,NA
131516,K01183,ASV2478,1,0.000923361,6.09E-06,Bacteria,Actinobacteria,Acidimicrobiia,Microtrichales,Ilumatobacteraceae,Ilumatobacter,NA
1141681,K01183,ASV2592,1,0.000923361,6.09E-06,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,NA,NA
1051517,K01183,ASV0428,1,0.000810978,5.35E-06,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Geobacillus,NA
1051517,K01183,ASV0578,1,0.000810978,5.35E-06,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,NA
1051517,K01183,ASV1575,1,0.000810978,5.35E-06,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,NA
1051517,K01183,ASV1859,1,0.000810978,5.35E-06,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,NA
103802,K01183,ASV2206,1,0.000810977,5.35E-06,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Spirosomaceae,Pseudarcicella,NA
906197,K01183,ASV3672,1,0.000810977,5.35E-06,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Spongiibacteraceae,BD1-7_clade,NA
966091,K01183,ASV0474,2,0.00036782,4.85E-06,Bacteria,Actinobacteria,Actinobacteria,Frankiales,Geodermatophilaceae,Modestobacter,lapidis
287021,K01183,ASV1933,2,0.000363933,4.80E-06,Bacteria,Actinobacteria,Actinobacteria,Frankiales,Sporichthyaceae,Sporichthya,NA
4395040,K01183,ASV3670,1,0.000727866,4.80E-06,Bacteria,Acidobacteria,Acidobacteriia,Solibacterales,Solibacteraceae_(Subgroup_3),Paludibaculum,NA
773575,K01183,ASV0762,1,0.000540652,3.57E-06,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,NA,NA
773575,K01183,ASV0830,1,0.000540652,3.57E-06,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,NA,NA
773575,K01183,ASV2966,1,0.000540652,3.57E-06,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,NA,NA
646129,K01183,ASV1208,1,0.000395726,2.61E-06,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Plantibacter,NA
525816,K01183,ASV2096,1,0.00036782,2.43E-06,Bacteria,Actinobacteria,Actinobacteria,Frankiales,Cryptosporangiaceae,Fodinicola,NA
592129,K01183,ASV1178,1,0.000363933,2.40E-06,Bacteria,Verrucomicrobia,Verrucomicrobiae,Opitutales,Opitutaceae,Opitutus,NA
854368,K01183,ASV2410,1,0.000270326,1.78E-06,Bacteria,Actinobacteria,Acidimicrobiia,IMCC26256,NA,NA,NA
917443,K01183,ASV2640,1,0.000270326,1.78E-06,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Cyclobacteriaceae,Algoriphagus,NA
1104592,K01183,ASV3208,1,0.000270326,1.78E-06,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Tolumonas,auensis
12457,K01183,ASV1098,1,0.000263817,1.74E-06,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Glutamicibacter,NA
212764,K01183,ASV1189,1,0.000131909,8.70E-07,Bacteria,Acidobacteria,Blastocatellia_(Subgroup_4),Blastocatellales,Blastocatellaceae,Blastocatella,NA
2297613,K01183,ASV2114,1,0.000131909,8.70E-07,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Microbacterium,NA
2297613,K01183,ASV3123,1,0.000131909,8.70E-07,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Microbacterium,NA
2297613,K01183,ASV6451,1,0.000131909,8.70E-07,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Microbacterium,NA
