GG OTU,KEGG,Sample,ASV,Gene copies,Abundance (%),Contribution (%),Phylum,Class,Order,Family,Genus,Species
646549,K01183,S20_1_4,ASV0649,1,0.058567471,0.00028393,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA
646549,K01183,S20_1_5,ASV0649,1,0.022707368,0.000142398,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA
646549,K01183,S20_2_5,ASV0649,1,0.018266508,8.22E-05,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA
646549,K01183,S20_3_A,ASV0649,1,0.052043578,0.013111888,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA
646549,K03791,L11_9,ASV0649,1,0.01060614,0.181818169,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA
646549,K03791,L17_8,ASV0649,1,0.030752672,0.4,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA
646549,K03791,L5_B,ASV0649,1,0.414250207,0.142857143,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA
646549,K03791,L9_9,ASV0649,1,0.018088088,0.4,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA
646549,K03791,S16_6,ASV0649,1,0.047490146,0.408163268,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA
646549,K03791,S16_A,ASV0649,1,0.029577048,0.083333333,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA
646549,K03791,S19_5,ASV0649,1,0.042884712,0.333333333,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA
646549,K03791,S19_6,ASV0649,1,0.006343165,0.090909088,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA
646549,K03791,S19_A,ASV0649,1,0.075501865,0.47222222,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA
646549,K03791,S20_1_4,ASV0649,1,0.058567471,0.17370892,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA
646549,K03791,S20_1_5,ASV0649,1,0.022707368,0.127272732,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA
646549,K03791,S20_2_5,ASV0649,1,0.018266508,0.133333332,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA
646549,K03791,S20_3_A,ASV0649,1,0.052043578,0.069124424,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA
646549,K03933,L11_9,ASV0649,2,0.01060614,0.137931024,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA
646549,K03933,L17_8,ASV0649,2,0.030752672,0.111111112,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA
646549,K03933,L5_B,ASV0649,2,0.414250207,0.25,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA
646549,K03933,L9_9,ASV0649,2,0.018088088,0.137931029,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA
646549,K03933,S16_6,ASV0649,2,0.047490146,0.031201248,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA
646549,K03933,S16_A,ASV0649,2,0.029577048,0.099999999,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA
646549,K03933,S19_5,ASV0649,2,0.042884712,0.061538462,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA
646549,K03933,S19_6,ASV0649,2,0.006343165,0.003154574,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA
646549,K03933,S19_A,ASV0649,2,0.075501865,0.323809523,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA
646549,K03933,S20_1_4,ASV0649,2,0.058567471,0.021867612,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA
646549,K03933,S20_1_5,ASV0649,2,0.022707368,0.004959263,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA
646549,K03933,S20_2_5,ASV0649,2,0.018266508,0.009456265,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA
646549,K03933,S20_3_A,ASV0649,2,0.052043578,0.035128806,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA
1124040,K03791,L20_9,ASV0705,1,0.013269198,0.181818169,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Aquaspirillaceae,Rivicola,NA
1124040,K03791,S16_4,ASV0705,1,0.013875398,0.285714274,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Aquaspirillaceae,Rivicola,NA
1124040,K03791,S16_5,ASV0705,1,0.019400524,0.4,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Aquaspirillaceae,Rivicola,NA
1124040,K03791,S18_A,ASV0705,1,0.060225416,0.233333336,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Aquaspirillaceae,Rivicola,NA
1124040,K03791,S19_6,ASV0705,1,0.050745322,0.727272735,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Aquaspirillaceae,Rivicola,NA
1124040,K03791,S20_1_4,ASV0705,1,0.022160664,0.065727697,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Aquaspirillaceae,Rivicola,NA
1124040,K03791,S20_1_5,ASV0705,1,0.032439096,0.181818183,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Aquaspirillaceae,Rivicola,NA
1124040,K03791,S20_1_6,ASV0705,1,0.06114071,0.297872336,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Aquaspirillaceae,Rivicola,NA
1124040,K03791,S20_1_A,ASV0705,1,0.033856702,0.173913047,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Aquaspirillaceae,Rivicola,NA
1124040,K03791,S20_2_A,ASV0705,1,0.04781829,0.235294115,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Aquaspirillaceae,Rivicola,NA
1124040,K03791,S20_4_A,ASV0705,1,0.004126775,0.090909095,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Aquaspirillaceae,Rivicola,NA
780788,K03791,S16_A,ASV0709,1,0.007394262,0.020833333,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas,NA
581409,K01183,S16_A,ASV0742,2,0.007394262,0.002590674,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Undibacterium,parvum
581409,K01183,S18_4,ASV0742,2,0.014400922,0.000508647,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Undibacterium,parvum
581409,K01183,S18_A,ASV0742,2,0.021509077,0.002235136,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Undibacterium,parvum
581409,K01183,S19_5,ASV0742,2,0.007147452,0.000194401,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Undibacterium,parvum
581409,K01183,S19_A,ASV0742,2,0.03553029,0.061302683,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Undibacterium,parvum
581409,K01183,S20_1_4,ASV0742,2,0.006331619,6.14E-05,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Undibacterium,parvum
581409,K01183,S20_1_5,ASV0742,2,0.032439096,0.000406851,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Undibacterium,parvum
581409,K01183,S20_1_A,ASV0742,2,0.008464175,0.000393314,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Undibacterium,parvum
581409,K01183,S20_2_5,ASV0742,2,0.04566627,0.000410779,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Undibacterium,parvum
581409,K01183,S20_2_A,ASV0742,2,0.023909146,0.010810811,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Undibacterium,parvum
581409,K01183,S20_4_4,ASV0742,2,0.009566632,0.000279955,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Undibacterium,parvum
581409,K01183,S20_4_A,ASV0742,2,0.00825355,0.014134277,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Undibacterium,parvum
581409,K03791,S16_A,ASV0742,1,0.007394262,0.020833333,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Undibacterium,parvum
581409,K03791,S18_4,ASV0742,1,0.014400922,0.090909092,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Undibacterium,parvum
581409,K03791,S18_A,ASV0742,1,0.021509077,0.083333334,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Undibacterium,parvum
581409,K03791,S19_5,ASV0742,1,0.007147452,0.055555556,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Undibacterium,parvum
581409,K03791,S19_A,ASV0742,1,0.03553029,0.222222225,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Undibacterium,parvum
581409,K03791,S20_1_4,ASV0742,1,0.006331619,0.018779344,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Undibacterium,parvum
581409,K03791,S20_1_5,ASV0742,1,0.032439096,0.181818183,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Undibacterium,parvum
581409,K03791,S20_1_A,ASV0742,1,0.008464175,0.043478259,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Undibacterium,parvum
581409,K03791,S20_2_5,ASV0742,1,0.04566627,0.333333331,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Undibacterium,parvum
581409,K03791,S20_2_A,ASV0742,1,0.023909146,0.117647062,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Undibacterium,parvum
581409,K03791,S20_4_4,ASV0742,1,0.009566632,1,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Undibacterium,parvum
581409,K03791,S20_4_A,ASV0742,1,0.00825355,0.18181819,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Undibacterium,parvum
1097359,K01452,L12_9,ASV0743,1,1.377810008,1,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,NA
1097359,K01452,L13_9,ASV0743,1,0.051020408,0.4,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,NA
1097359,K01452,L19_8,ASV0743,1,0.008538251,0.025641025,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,NA
1097359,K01452,S16_4,ASV0743,1,0.034688497,0.029585799,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,NA
1097359,K01452,S16_6,ASV0743,1,0.023745073,0.014005602,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,NA
1097359,K01452,S18_4,ASV0743,1,0.028801843,0.014492753,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,NA
1097359,K01452,S18_A,ASV0743,1,0.068829046,0.222222222,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,NA
1097359,K01452,S19_A,ASV0743,1,0.017765144,0.065573768,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,NA
1097359,K01452,S20_1_4,ASV0743,1,0.017411951,0.003674015,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,NA
1097359,K01452,S20_1_5,ASV0743,1,0.058390372,0.006342495,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,NA
1097359,K01452,S20_1_A,ASV0743,1,0.241228999,0.633333335,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,NA
1097359,K01452,S20_2_A,ASV0743,1,0.789001793,0.6,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,NA
1097359,K01452,S20_3_A,ASV0743,1,0.069391438,0.039603961,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,NA
1097359,K01452,S20_4_A,ASV0743,1,0.037140972,0.818181824,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,NA
922761,K01183,L14_8,ASV0763,1,0.013627691,0.014925373,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Pantoea,agglomerans
922761,K01183,L17_8,ASV0763,1,0.046129008,0.005235602,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Pantoea,agglomerans
922761,K01183,L20_8,ASV0763,1,0.017471827,0.001267427,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Pantoea,agglomerans
922761,K01183,L4_8,ASV0763,1,0.17452007,0.029411765,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Pantoea,agglomerans
922761,K01183,L4_9,ASV0763,1,0.015723765,0.001906214,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Pantoea,agglomerans
922761,K01183,L5_B,ASV0763,1,0.828500414,0.27027027,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Pantoea,agglomerans
922761,K01183,L9_7,ASV0763,1,0.010551862,0.00234192,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Pantoea,agglomerans
922761,K01183,L9_9,ASV0763,1,0.009044044,0.003144654,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Pantoea,agglomerans
922761,K01183,S16_A,ASV0763,1,0.236616386,0.041450777,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Pantoea,agglomerans
922761,K01183,S19_A,ASV0763,1,0.048854148,0.042145594,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Pantoea,agglomerans
922761,K01183,S20_1_4,ASV0763,1,0.031658093,0.000153475,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Pantoea,agglomerans
922761,K01183,S20_3_A,ASV0763,1,0.201235168,0.050699301,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Pantoea,agglomerans
922761,K03791,L14_8,ASV0763,1,0.013627691,1,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Pantoea,agglomerans
922761,K03791,L17_8,ASV0763,1,0.046129008,0.6,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Pantoea,agglomerans
922761,K03791,L20_8,ASV0763,1,0.017471827,0.222222226,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Pantoea,agglomerans
922761,K03791,L4_8,ASV0763,1,0.17452007,1,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Pantoea,agglomerans
922761,K03791,L4_9,ASV0763,1,0.015723765,0.833333333,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Pantoea,agglomerans
922761,K03791,L5_B,ASV0763,1,0.828500414,0.285714286,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Pantoea,agglomerans
922761,K03791,L9_7,ASV0763,1,0.010551862,0.333333333,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Pantoea,agglomerans
922761,K03791,L9_9,ASV0763,1,0.009044044,0.2,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Pantoea,agglomerans
922761,K03791,S16_A,ASV0763,1,0.236616386,0.666666669,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Pantoea,agglomerans
922761,K03791,S19_A,ASV0763,1,0.048854148,0.305555555,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Pantoea,agglomerans
922761,K03791,S20_1_4,ASV0763,1,0.031658093,0.093896715,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Pantoea,agglomerans
922761,K03791,S20_3_A,ASV0763,1,0.201235168,0.267281107,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Pantoea,agglomerans
922761,K03933,L14_8,ASV0763,2,0.013627691,0.333333325,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Pantoea,agglomerans
922761,K03933,L17_8,ASV0763,2,0.046129008,0.166666668,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Pantoea,agglomerans
922761,K03933,L20_8,ASV0763,2,0.017471827,0.003891051,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Pantoea,agglomerans
922761,K03933,L4_8,ASV0763,2,0.17452007,1,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Pantoea,agglomerans
922761,K03933,L4_9,ASV0763,2,0.015723765,0.666666667,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Pantoea,agglomerans
922761,K03933,L5_B,ASV0763,2,0.828500414,0.5,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Pantoea,agglomerans
922761,K03933,L9_7,ASV0763,2,0.010551862,0.105263155,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Pantoea,agglomerans
922761,K03933,L9_9,ASV0763,2,0.009044044,0.068965514,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Pantoea,agglomerans
922761,K03933,S16_A,ASV0763,2,0.236616386,0.800000001,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Pantoea,agglomerans
922761,K03933,S19_A,ASV0763,2,0.048854148,0.209523809,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Pantoea,agglomerans
922761,K03933,S20_1_4,ASV0763,2,0.031658093,0.011820331,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Pantoea,agglomerans
922761,K03933,S20_3_A,ASV0763,2,0.201235168,0.135831382,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Pantoea,agglomerans
581409,K01183,S16_A,ASV0767,2,0.007394262,0.002590674,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Undibacterium,NA
581409,K01183,S18_4,ASV0767,2,0.014400922,0.000508647,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Undibacterium,NA
581409,K01183,S18_A,ASV0767,2,0.021509077,0.002235136,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Undibacterium,NA
581409,K01183,S19_5,ASV0767,2,0.007147452,0.000194401,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Undibacterium,NA
581409,K01183,S19_A,ASV0767,2,0.03553029,0.061302683,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Undibacterium,NA
581409,K01183,S20_1_4,ASV0767,2,0.006331619,6.14E-05,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Undibacterium,NA
581409,K01183,S20_1_5,ASV0767,2,0.032439096,0.000406851,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Undibacterium,NA
581409,K01183,S20_1_A,ASV0767,2,0.008464175,0.000393314,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Undibacterium,NA
581409,K01183,S20_2_5,ASV0767,2,0.04566627,0.000410779,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Undibacterium,NA
581409,K01183,S20_2_A,ASV0767,2,0.023909146,0.010810811,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Undibacterium,NA
581409,K01183,S20_4_4,ASV0767,2,0.009566632,0.000279955,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Undibacterium,NA
581409,K01183,S20_4_A,ASV0767,2,0.00825355,0.014134277,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Undibacterium,NA
581409,K03791,S16_A,ASV0767,1,0.007394262,0.020833333,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Undibacterium,NA
581409,K03791,S18_4,ASV0767,1,0.014400922,0.090909092,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Undibacterium,NA
581409,K03791,S18_A,ASV0767,1,0.021509077,0.083333334,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Undibacterium,NA
581409,K03791,S19_5,ASV0767,1,0.007147452,0.055555556,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Undibacterium,NA
581409,K03791,S19_A,ASV0767,1,0.03553029,0.222222225,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Undibacterium,NA
581409,K03791,S20_1_4,ASV0767,1,0.006331619,0.018779344,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Undibacterium,NA
581409,K03791,S20_1_5,ASV0767,1,0.032439096,0.181818183,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Undibacterium,NA
581409,K03791,S20_1_A,ASV0767,1,0.008464175,0.043478259,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Undibacterium,NA
581409,K03791,S20_2_5,ASV0767,1,0.04566627,0.333333331,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Undibacterium,NA
581409,K03791,S20_2_A,ASV0767,1,0.023909146,0.117647062,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Undibacterium,NA
581409,K03791,S20_4_4,ASV0767,1,0.009566632,1,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Undibacterium,NA
581409,K03791,S20_4_A,ASV0767,1,0.00825355,0.18181819,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Undibacterium,NA
836783,K01183,L0_8,ASV0769,2,0.036873156,0.4,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella,NA
836783,K01183,S16_A,ASV0769,2,0.051759834,0.018134715,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella,NA
836783,K01183,S20_3_A,ASV0769,2,0.180417736,0.090909091,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella,NA
836783,K03933,L0_8,ASV0769,1,0.036873156,0.5,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella,NA
836783,K03933,S16_A,ASV0769,1,0.051759834,0.087499999,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella,NA
836783,K03933,S20_3_A,ASV0769,1,0.180417736,0.06088993,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella,NA
646549,K01183,L11_9,ASV0822,1,0.01060614,0.00338983,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA
646549,K01183,L17_8,ASV0822,1,0.030752672,0.003490401,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA
646549,K01183,L5_B,ASV0822,1,0.414250207,0.135135135,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA
646549,K01183,L9_9,ASV0822,1,0.018088088,0.006289308,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA
646549,K01183,S16_6,ASV0822,1,0.047490146,0.000758812,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA
646549,K01183,S16_A,ASV0822,1,0.029577048,0.005181347,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA
646549,K01183,S19_5,ASV0822,1,0.042884712,0.000583204,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA
646549,K01183,S19_6,ASV0822,1,0.006343165,7.07E-05,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA
646549,K01183,S19_A,ASV0822,1,0.075501865,0.065134099,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA
646549,K01183,S20_1_4,ASV0822,1,0.058567471,0.00028393,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA
646549,K01183,S20_1_5,ASV0822,1,0.022707368,0.000142398,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA
