Group,Class,Long,Short,Daily,Long_R,Short_R,Daily_R
ASV3074,Babeliae,0,0,0.001319087,0,0,0
ASV3075,Gammaproteobacteria,0,0,0.001319087,0,0,0
ASV3076,Clostridia,0,0,0.001319087,0,0,0
ASV3077,Bacteroidia,0,0,0.00105527,0,0,0.005977286
ASV3078,Bacteroidia,0,0,0.002703258,0,0,0
ASV3079,Bacteroidia,0,0,0.003639328,0,0,0
ASV3080,Bacteroidia,0,0,0.003639328,0,0,0
ASV3081,Bacteroidia,0,0,0,0,0,0.010580219
ASV3082,Gammaproteobacteria,0,0,0,0,0,0.010580219
ASV3083,Microgenomatia,0,0,0,0,0,0.010580219
ASV3084,Bacilli,0,0,0,0,0,0.029886432
ASV3085,Bacteroidia,0,0,0,0,0,0.029886432
ASV3086,Bacteroidia,0,0,0,0,0,0.029886432
ASV3087,Alphaproteobacteria,0,0,0,0,0,0.00867393
ASV3088,Bacteroidia,0,0,0,0,0,0.00867393
ASV3089,Clostridia,0,0,0,0,0,0.00867393
ASV3090,Holophagae,0,0,0,0,0,0.00867393
ASV3091,Alphaproteobacteria,0,0,0,0,0,0
ASV3092,Actinobacteria,0,0,0,0,0,0
ASV3093,Bacteroidia,0,0,0,0,0,0
ASV3094,Bacteroidia,0,0,0,0,0,0
ASV3095,Bacilli,0,0,0,0,0,0.011954573
ASV3096,Alphaproteobacteria,0.000289741,0,0,0,0,0.002602179
ASV3097,Bacteroidia,0,0,0,0,0,0
ASV3098,Gammaproteobacteria,0,0,0,0,0,0
ASV3099,Kazania,0,0,0,0,0,0
ASV3100,Alphaproteobacteria,0,0,0,0,0,0
ASV3101,Clostridia,0,0,0,0,0,0
ASV3102,Verrucomicrobiae,0,0,0,0,0,0
ASV3103,Microgenomatia,0,0,0,0,0,0
ASV3104,Deltaproteobacteria,0,0,0,0,0,0
ASV3105,Clostridia,0,0,0,0,0,0
ASV3106,Deltaproteobacteria,0,0,0,0,0,0
ASV3107,Bacteroidia,0,0,0,0,0,0
ASV3108,Melainabacteria,0,0,0,0,0,0
ASV3109,Clostridia,0,0,0,0,0,0
ASV3110,Actinobacteria,0,0,0,0,0,0
ASV3111,Clostridia,0,0,0,0,0,0
ASV3112,JG30-KF-CM66,0,0,0,0,0,0
ASV3113,NA,0,0,0,0,0,0
ASV3114,Clostridia,0,0,0,0,0,0
ASV3115,Parcubacteria,0,0,0.001351629,0,0,0
ASV3116,Bacteroidia,0,0,0,0,0,0
ASV3117,Clostridia,0,0,0,0,0,0
ASV3118,Methanomicrobia,8.97E-05,0,0.002183597,0,0,0
ASV3119,Parcubacteria,0,0,0,0,0,0
ASV3120,Gammaproteobacteria,0,0,0,0,0,0
ASV3121,Clostridia,0,0,0,0,0,0
ASV3122,Clostridia,0,0,0,0,0,0
ASV3123,Actinobacteria,0,0,0,0,0,0
ASV3124,Bacteroidia,0,0,0,0,0,0
ASV3125,Gammaproteobacteria,0,0,0,0,0,0
ASV3126,Elusimicrobia,0,0,0,0,0,0
ASV3127,Actinobacteria,0,0,0.000363933,0,0,0
ASV3128,Gammaproteobacteria,0,0,0,0,0,0.002116044
ASV3129,Gammaproteobacteria,0,0,0.002911462,0,0,0
ASV3130,Oxyphotobacteria,0.000181316,0,0,0,0.006217801,0
ASV3131,Actinobacteria,0,0.000462513,0,0,0,0
ASV3132,Gammaproteobacteria,0,0,0,0,0,0
ASV3133,Alphaproteobacteria,0,0,0,0,0,0
ASV3134,Gammaproteobacteria,0,0,0,0,0,0
ASV3135,Clostridia,0,0,0,0,0,0
ASV3136,Gammaproteobacteria,0,0,0,0,0,0
ASV3137,Bacteroidia,0,0,0,0,0,0
ASV3138,Microgenomatia,0,0,0,0,0,0
ASV3139,Gracilibacteria,0,0,0,0,0,0
ASV3140,Bacteroidia,0,0,0,0,0.005329543,0
ASV3141,Nitrososphaeria,0.012962603,0,0,0,0,0
ASV3142,Spirochaetia,0.000362633,0,0,0,0,0
ASV3143,Actinobacteria,0,0,0,0,0.000888257,0
ASV3144,Gammaproteobacteria,0,0,0,0,0,0
ASV3145,Bacteroidia,0,0,0,0,0,0
ASV3146,Anaerolineae,0,0,0,0,0,0
ASV3147,Alphaproteobacteria,0,0,0,0,0,0
ASV3148,Bacteroidia,0,0,0,0,0.000860363,0
ASV3149,NA,0.007027685,0,0,0.002670156,0,0
ASV3150,Alphaproteobacteria,0.003594271,0,0,0.004117504,0,0
ASV3151,Deltaproteobacteria,0.006423129,0,0,0.002905583,0,0
ASV3152,NA,0.003705513,0,0.00072044,0,0,0
ASV3153,Deltaproteobacteria,0.005314603,0,0,0,0,0
ASV3154,Deltaproteobacteria,0.002745251,0,0,0.002664773,0,0
ASV3155,Alphaproteobacteria,0.002293576,0.00292874,0.000844138,0,0,0
ASV3156,Clostridia,0.006027282,0,0,0,0,0
ASV3157,Deltaproteobacteria,0.007822553,0,0,0.004358375,0,0
ASV3158,Alphaproteobacteria,0.005609462,0,0,0,0,0
ASV3159,Alphaproteobacteria,0.003749586,0,0,0,0,0
ASV3160,NA,0.002414663,0,0,0.001357523,0,0
ASV3161,Alphaproteobacteria,0.002102857,0,0,0.001787947,0,0
ASV3162,Gammaproteobacteria,0.001005702,0.00558611,0.000844138,0,0,0
ASV3163,Deltaproteobacteria,0.002361814,0,0,0.012368842,0,0
ASV3164,Bacteroidia,0.002393483,0,0,0,0,0
ASV3165,Bacteroidia,0.00248087,0,0,0.000816653,0,0
ASV3166,Gammaproteobacteria,0.002729959,0,0,0,0,0
ASV3167,Deltaproteobacteria,0.006067156,0,0,0.002670156,0,0
ASV3168,Gammaproteobacteria,0.000189159,0.004619079,0.00142596,0,0,0
ASV3169,Cloacimonadia,0.000847632,0,0,0.004596357,0,0
ASV3170,Cloacimonadia,0.000794732,0,0,0.004902995,0,0
ASV3171,Alphaproteobacteria,0.000341423,0,0,0.005512569,0,0
ASV3172,Deltaproteobacteria,0.002535074,0,0,0.000605991,0,0
ASV3173,Alphaproteobacteria,0.000553948,0,0,0.004435975,0.001478852,0
ASV3174,Cloacimonadia,0.000972055,0,0,0.00262187,0,0
ASV3175,Mollicutes,0.001557855,0,0,0.003730789,0,0
ASV3176,Clostridia,0,0,0,0.005919346,0,0
ASV3177,Gammaproteobacteria,0.000339973,0.000476497,0.000540652,0.001200358,0,0
ASV3178,Gammaproteobacteria,0,0,0,0.005887782,0,0
ASV3179,Mollicutes,0.00184158,0,0,0.003363248,0,0
ASV3180,Alphaproteobacteria,0,0,0,0.006411375,0,0
ASV3181,Alphaproteobacteria,0.000849808,0.000476497,0,0.001628035,0.000888257,0
ASV3182,Alphaproteobacteria,0.001689882,0.000637775,0.000797219,0,0,0
ASV3183,Bacteroidia,0.003102534,0,0,0,0,0
ASV3184,NA,0.001742992,0.001796361,0.000628741,0,0,0
ASV3185,Alphaproteobacteria,0.001049779,0.002443232,0.001026399,0,0,0
ASV3186,Gammaproteobacteria,0.002771001,0,0,0,0,0
ASV3187,NA,0.002509124,0.000697131,0,0,0,0
ASV3188,Alphaproteobacteria,0.001471188,0,0,0,0,0
ASV3189,Alphaproteobacteria,0.000963018,0.001903986,0.001522209,0,0,0
ASV3190,Clostridia,0.000543148,0,0,0.003093304,0,0
ASV3191,Deltaproteobacteria,0.001240781,0.001709848,0.000628741,0,0,0
ASV3192,Gammaproteobacteria,0.00297744,0,0,0.001211982,0,0
ASV3193,Bacteroidia,0.001588575,0.001492439,0,0,0,0
ASV3194,Bacteroidia,0.002141535,0,0,0,0,0
ASV3195,Alphaproteobacteria,0,0,0,0.010114826,0.001478852,0
ASV3196,Gammaproteobacteria,0.000231634,0,0,0.003083678,0.018711991,0
ASV3197,Alphaproteobacteria,0.000538303,0.003395818,0,0.000827044,0,0
ASV3198,Clostridia,0.001718184,0.000675311,0.000844138,0.002894655,0,0
ASV3199,Deltaproteobacteria,0.003290436,0,0,0.000827044,0,0
ASV3200,Alphaproteobacteria,0,0,0,0.003900331,0.005266641,0.001031694
ASV3201,Thermoleophilia,0.000311515,0,0,0,0,0.008464176
ASV3202,Gammaproteobacteria,0.001718184,0.003505813,0.003376553,0.001211982,0,0
ASV3203,Alphaproteobacteria,0.000787271,0,0,0,0,0
ASV3204,Alphaproteobacteria,0.000787271,0,0,0.021361245,0,0
ASV3205,Actinobacteria,0.000585226,0,0,0,0,0
ASV3206,Verrucomicrobiae,0.000520201,0.000422878,0,0,0,0
ASV3207,Gammaproteobacteria,0.000325125,0,0,0,0,0
ASV3208,Gammaproteobacteria,0.000781947,0.000633202,0.000270326,0,0,0
ASV3209,Coriobacteriia,0.000448284,0,0,0,0.003553029,0
ASV3210,Actinobacteria,8.97E-05,0,0.002911462,0,0,0
ASV3211,Gammaproteobacteria,0.014582928,0,0,0,0,0
ASV3212,Bacteroidia,0,0,0,0.002568962,0,0
ASV3213,Actinobacteria,0.000169987,0.000646684,0,0.029241191,0,0
ASV3214,Alphaproteobacteria,0,0,0,0.004663247,0,0
ASV3215,Alphaproteobacteria,0,0,0,0.005995603,0,0
ASV3216,Chloroflexia,0,0,0,0,0,0
ASV3217,Clostridia,0,0.000462513,0.002162606,0,0,0
ASV3218,Gammaproteobacteria,0,0.000462513,0.000923361,0,0.001478852,0
ASV3219,Bacteroidia,0,0.001728917,0,0,0,0
ASV3220,Alphaproteobacteria,0,0.001123181,0.00254753,0,0,0
ASV3221,Bacteroidia,0,0.005926176,0.000844138,0,0.002957705,0
ASV3222,Gammaproteobacteria,0,0.004637464,0.002631642,0,0,0
ASV3223,Gammaproteobacteria,0,0.005195504,0.000628741,0,0,0
ASV3224,Gammaproteobacteria,0,0.001238109,0,0,0,0
ASV3225,Alphaproteobacteria,0,0,0,0,0.007743268,0
ASV3226,Clostridia,0,0.000476497,0,0,0.006812888,0.002063387
ASV3227,Gammaproteobacteria,0,0,0,0,0.007994315,0
ASV3228,Bacilli,0,0,0,0,0.007994315,0
ASV3229,Microgenomatia,0,0,0,0,0.007994315,0
ASV3230,Bacteroidia,0,0,0,0,0.007805608,0.003095081
ASV3231,Clostridia,0,0,0.001187179,0,0,0
ASV3232,Bacteroidia,0,0,0.001187179,0,0,0
ASV3233,Clostridia,0,0,0.001187179,0,0,0
ASV3234,Woesearchaeia,0,0,0.001187179,0,0,0
ASV3235,Gammaproteobacteria,0,0,0.001255501,0,0.002476065,0.003095081
ASV3236,Bacteroidia,0,0,0.002432932,0,0,0
ASV3237,Gammaproteobacteria,0,0,0.002432932,0,0,0
ASV3238,Saccharimonadia,0,0,0.002162606,0,0,0.002988643
ASV3239,Gracilibacteria,0,0,0.000810977,0,0,0.005204358
ASV3240,Clostridia,0,0,0.003275395,0,0,0
ASV3241,Clostridia,0,0,0.003275395,0,0,0
ASV3242,Bacteroidia,0,0,0.003275395,0,0,0
ASV3243,Clostridia,0,0,0,0,0,0.009522197
ASV3244,Microgenomatia,0,0,0,0,0,0.009522197
ASV3245,Verrucomicrobiae,0,0,0,0,0,0.009522197
ASV3246,Clostridia,0,0,0,0,0,0.009522197
ASV3247,Campylobacteria,0,0,0,0,0,0.009522197
ASV3248,Clostridia,0,0,0,0,0,0.009522197
ASV3249,Subgroup_6,0,0,0,0,0,0.009522197
ASV3250,Clostridia,0,0,0.003310381,0,0,0
ASV3251,Deltaproteobacteria,0,0,0,0,0,0.026897789
ASV3252,Microgenomatia,0,0,0,0,0,0.009927787
ASV3253,Gammaproteobacteria,0,0,0,0,0,0.007806537
ASV3254,Actinobacteria,0,0,0,0,0,0.007806537
ASV3255,Clostridia,0,0,0,0,0,0.007806537
ASV3256,Actinobacteria,0,0,0,0,0,0.007806537
ASV3257,Parcubacteria,0,0,0,0,0,0.007806537
ASV3258,Verrucomicrobiae,0,0,0,0,0,0.007806537
ASV3259,Ignavibacteria,0,0.001424704,0,0,0,0
ASV3260,Verrucomicrobiae,0,0,0,0,0,0
ASV3261,Clostridia,0,0,0,0,0,0
ASV3262,Bacteroidia,0,0,0,0,0,0
ASV3263,Deltaproteobacteria,0,0,0,0,0,0
ASV3264,Parcubacteria,0,0,0,0,0,0
ASV3265,Alphaproteobacteria,0,0,0,0,0,0
ASV3266,Gammaproteobacteria,0,0,0,0,0,0
ASV3267,Alphaproteobacteria,8.97E-05,0,0,0,0,0
ASV3268,Gracilibacteria,0,0,0,0,0,0.002988643
ASV3269,NA,0,0,0,0,0,0
ASV3270,Fibrobacteria,0,0,0,0,0,0
ASV3271,Spirochaetia,0,0,0,0,0,0
ASV3272,Gammaproteobacteria,0,0,0,0,0,0
ASV3273,Parcubacteria,0,0,0,0,0,0
ASV3274,Bacteroidia,0,0,0,0,0,0
ASV3275,Clostridia,0,0,0,0,0,0.001058022
ASV3276,Deltaproteobacteria,8.97E-05,0,0,0,0,0
ASV3277,NA,0,0,0,0,0.000825355,0.001031694
ASV3278,Bacteroidia,0,0,0.000540652,0,0,0
ASV3279,NA,0,0,0.000761105,0,0,0
ASV3280,Parcubacteria,0,0,0,0,0,0
ASV3281,Alphaproteobacteria,0,0,0,0,0,0
ASV3282,Alphaproteobacteria,0,0,0,0,0,0
ASV3283,NA,0,0,0,0,0,0
ASV3284,Anaerolineae,0,0,0,0,0,0
ASV3285,Clostridia,0,0,0,0,0,0
ASV3286,Clostridia,0,0,0,0,0,0
ASV3287,Bacteroidia,0,0,0,0,0,0
ASV3288,Babeliae,0,0,0,0,0,0
ASV3289,Gemmatimonadetes,0,0,0,0,0,0
ASV3290,Actinobacteria,0,0,0,0,0,0
ASV3291,Negativicutes,0,0,0,0,0,0
ASV3292,Parcubacteria,0,0,0,0,0.000888257,0
ASV3293,Gammaproteobacteria,0.000776193,0,0.00103143,0,0.00165071,0.002063387
ASV3294,Parcubacteria,0,0,0.000923361,0,0,0
ASV3295,Clostridia,0,0,0,0,0,0
ASV3296,Woesearchaeia,0,0,0,0,0,0
ASV3297,Verrucomicrobiae,0,0,0,0,0,0
ASV3298,Alphaproteobacteria,0,0,0,0,0,0
ASV3299,NA,0,0,0,0,0,0
ASV3300,Alphaproteobacteria,0.000472212,0.000899374,0.000540652,0,0,0
ASV3301,Gammaproteobacteria,0,0,0.00254753,0,0,0
ASV3302,Bacteroidia,0,0,0,0,0,0
ASV3303,Acidimicrobiia,0,0,0,0,0,0
ASV3304,Deltaproteobacteria,0,0,0,0,0,0
ASV3305,Bacilli,0,0,0,0,0,0
ASV3306,Gammaproteobacteria,0,0,0,0,0,0
ASV3307,Woesearchaeia,0,0,0,0,0,0
ASV3308,Lentisphaeria,0,0,0,0,0,0
ASV3309,Gracilibacteria,0,0,0,0,0,0.000867393
ASV3310,Clostridia,0,0,0.001091798,0,0,0
ASV3311,Coriobacteriia,0,0,0,0,0,0
ASV3312,Microgenomatia,0,0,0,0,0,0
ASV3313,Bacteroidia,0,0,0,0,0,0
ASV3314,NA,0,0,0,0,0,0
ASV3315,Microgenomatia,0,0,0,0,0,0
ASV3316,Deinococci,0,0.000646684,0,0,0,0
ASV3317,Parcubacteria,0,0,0.001621955,0,0.000860363,0
ASV3318,Actinobacteria,0,0,0,0,0,0
ASV3319,Deltaproteobacteria,0,0,0,0,0,0
ASV3320,Gammaproteobacteria,0,0,0,0,0,0
ASV3321,Bacteroidia,0,0,0,0,0,0
ASV3322,Gammaproteobacteria,0.004736921,0,0,0.002905583,0,0
ASV3323,Bacteroidia,0.000800564,0,0,0.006552504,0,0
ASV3324,Gammaproteobacteria,0.002375106,0,0,0.00678772,0,0
ASV3325,NA,0.003041479,0,0,0.000605991,0,0
ASV3326,Clostridia,0.002216519,0,0,0,0,0
ASV3327,Deltaproteobacteria,0.000383961,0.002804735,0.001257482,0.001452792,0,0
ASV3328,Alphaproteobacteria,0.003821505,0,0,0,0,0
ASV3329,Gammaproteobacteria,0.000994624,0,0,0.00232711,0,0
ASV3330,Bacteroidia,0.002488066,0,0,0,0,0
ASV3331,NA,0.001473771,0,0,0.00104967,0.000825355,0.001031694
ASV3332,Cloacimonadia,0.003701604,0,0,0,0,0
ASV3333,Alphaproteobacteria,0.00120248,0.000646684,0,0.000666178,0,0
ASV3334,Bacteroidia,0.000682846,0,0,0.006172658,0,0
ASV3335,Alphaproteobacteria,0.001746562,0,0,0,0,0
ASV3336,Deltaproteobacteria,0.002449087,0.000960061,0,0,0,0
ASV3337,Deltaproteobacteria,0.001964682,0.001293368,0,0,0,0
ASV3338,Gammaproteobacteria,0.000341423,0.000637775,0.000797219,0.003332807,0,0
ASV3339,ABY1,0.002590572,0,0,0,0,0
ASV3340,Spirochaetia,0.003827956,0,0,0,0,0
ASV3341,Gammaproteobacteria,0.002013404,0.000960061,0,0,0,0
ASV3342,Alphaproteobacteria,8.50E-05,0,0,0.003698653,0,0
ASV3343,Gammaproteobacteria,0,0,0,0.005034209,0,0
ASV3344,Gammaproteobacteria,0,0,0,0.005775261,0,0
ASV3345,Calditrichia,0.002789495,0,0,0.002027503,0,0
ASV3346,Cloacimonadia,0.000169987,0,0,0.00365885,0,0
ASV3347,Alphaproteobacteria,0.001766825,0,0,0.00457523,0,0
ASV3348,Alphaproteobacteria,0.00291584,0,0,0,0,0
ASV3349,Gammaproteobacteria,0.001946573,0,0,0.000581778,0,0
ASV3350,Cloacimonadia,0.000650633,0,0,0.005362237,0,0
ASV3351,Alphaproteobacteria,0.00025498,0.000675311,0.000844138,0.002458492,0,0
ASV3352,Bacteroidia,0.002012832,0,0,0,0,0
ASV3353,Bacteroidia,0.000463268,0.003498749,0,0,0,0
ASV3354,Deltaproteobacteria,0.001033638,0.000910747,0,0.001817972,0,0
ASV3355,Gammaproteobacteria,0.002946528,0,0,0,0,0
ASV3356,Gammaproteobacteria,0.003095942,0,0,0,0,0
ASV3357,Alphaproteobacteria,0.000169987,0,0,0.002673602,0,0
ASV3358,Alphaproteobacteria,0.002327261,0,0,0.010680623,0,0
ASV3359,Alphaproteobacteria,0.000961141,0.000925027,0,0.000816653,0,0
ASV3360,NA,0.002741009,0,0,0,0,0
ASV3361,Oxyphotobacteria,0.000520201,0,0,0,0,0
ASV3362,NA,0.000230764,0.0016548,0.004395305,0,0,0
ASV3363,Gammaproteobacteria,0,0,0,0.012976609,0,0
ASV3364,Gammaproteobacteria,8.97E-05,0.000697131,0.001917935,0,0.001478852,0
ASV3365,Actinobacteria,0,0,0,0.002283522,0,0
ASV3366,Alphaproteobacteria,0.002930303,0,0,0,0,0
ASV3367,Bacteroidia,0.000330761,0.001401523,0.000761105,0,0,0
ASV3368,Alphaproteobacteria,0,0,0,0.005329425,0,0
ASV3369,Bacteroidia,0,0,0,0.004241936,0,0
ASV3370,Bacilli,0,0,0,0,0,0
ASV3371,Parcubacteria,0,0.001750433,0,0,0,0
ASV3372,Bacteroidia,0,0.000462513,0.000923361,0,0,0
ASV3373,Blastocatellia_(Subgroup_4),0,0.000462513,0.00254753,0,0,0
ASV3374,Bacteroidia,0,0,0,0,0.001478852,0.007406154
ASV3375,Alphaproteobacteria,0,0.003634447,0.002959815,0,0,0
ASV3376,Verrucomicrobiae,0,0.001100541,0,0,0,0
ASV3377,Gammaproteobacteria,0,0.001100541,0,0,0,0
ASV3378,Phycisphaerae,0,0,0,0,0.006882905,0
ASV3379,Anaerolineae,0,0,0,0,0.006882905,0
ASV3380,Gammaproteobacteria,0,0,0,0,0.007106058,0
ASV3381,Bacilli,0,0,0,0,0.007106058,0
ASV3382,Bacteroidia,0,0,0,0,0.007106058,0
ASV3383,Gammaproteobacteria,0,0,0,0,0.007106058,0
ASV3384,Clostridia,0,0,0,0,0.000888257,0.007406154
ASV3385,Alphaproteobacteria,0,0,0.00105527,0,0,0
ASV3386,Actinobacteria,0,0,0.00105527,0,0,0
ASV3387,Deltaproteobacteria,0,0,0.00105527,0,0,0
ASV3388,Spirochaetia,0,0,0.00105527,0,0,0
ASV3389,Gammaproteobacteria,0,0,0.00105527,0,0,0
ASV3390,Clostridia,0,0,0.00105527,0,0,0
ASV3391,Microgenomatia,0,0,0.00105527,0,0,0
ASV3392,Gammaproteobacteria,0,0,0.00105527,0,0,0
ASV3393,Clostridia,0,0,0.00105527,0,0,0
ASV3394,Alphaproteobacteria,0,0,0.002911462,0,0,0
ASV3395,Gammaproteobacteria,0,0,0.002911462,0,0,0
ASV3396,NA,0,0,0.002911462,0,0,0
ASV3397,Clostridia,0,0.001108103,0.000363933,0,0,0
ASV3398,Gammaproteobacteria,0,0,0,0,0,0.008464176
ASV3399,Saccharimonadia,0,0,0,0,0,0.008464176
ASV3400,Alphaproteobacteria,0,0,0,0,0,0.008464176
ASV3401,Gracilibacteria,0,0,0,0,0,0.008464176
ASV3402,Woesearchaeia,0,0,0,0,0,0.008464176
ASV3403,Spirochaetia,0,0,0,0,0,0.008464176
ASV3404,Alphaproteobacteria,0,0,0,0,0,0.008464176
ASV3405,Verrucomicrobiae,0,0,0,0,0,0.023909145
ASV3406,Bacteroidia,0,0,0,0,0,0.023909145
ASV3407,Gammaproteobacteria,0,0,0,0,0,0.023909145
ASV3408,Bacteroidia,0,0,0,0,0,0.006939144
ASV3409,NA,0,0.001266404,0,0,0,0
ASV3410,Gammaproteobacteria,0,0,0,0,0,0
ASV3411,Woesearchaeia,0,0,0,0,0,0
ASV3412,Gammaproteobacteria,0,0,0,0,0,0
ASV3413,Bacteroidia,0,0,0,0,0,0
ASV3414,Chloroflexia,0,0,0,0,0,0
ASV3415,Microgenomatia,0,0,0,0,0,0
ASV3416,Alphaproteobacteria,0,0,0,0,0,0
ASV3417,Bacteroidia,0,0,0,0,0,0
ASV3418,Gammaproteobacteria,0,0,0,0,0,0
ASV3419,Microgenomatia,0,0,0,0,0,0.001058022
ASV3420,Alphaproteobacteria,0,0,0.00077275,0,0,0
ASV3421,Parcubacteria,0,0,0,0,0.001776514,0
ASV3422,Bacteroidia,0.000195075,0,0,0,0,0.005977286
ASV3423,Parcubacteria,0,0,0,0,0,0
ASV3424,Parcubacteria,0,0,0,0,0,0
ASV3425,Deltaproteobacteria,0,0,0,0,0,0
ASV3426,NA,0,0,0,0,0,0
ASV3427,Alphaproteobacteria,0,0,0,0,0,0
ASV3428,Deltaproteobacteria,0,0,0,0,0,0
ASV3429,Deltaproteobacteria,0,0,0,0,0,0
ASV3430,Gammaproteobacteria,0,0,0,0,0,0
ASV3431,Actinobacteria,0.001709982,0,0,0,0,0
ASV3432,NA,0,0.000620814,0,0,0,0
ASV3433,Erysipelotrichia,0,0,0,0,0,0
ASV3434,Bacteroidia,0,0,0,0,0,0
ASV3435,Deltaproteobacteria,0,0,0,0,0,0
ASV3436,Gracilibacteria,0,0,0.000791452,0,0,0
ASV3437,Parcubacteria,0,0,0,0,0,0
ASV3438,Parcubacteria,0,0,0,0,0,0
ASV3439,Parcubacteria,0,0,0,0,0,0
ASV3440,NA,0,0,0,0,0,0
ASV3441,Parcubacteria,0,0,0.000270326,0,0,0
ASV3442,Microgenomatia,0,0,0.001852903,0,0,0
ASV3443,Verrucomicrobiae,0,0,0,0,0,0
ASV3444,Parcubacteria,0,0,0,0,0,0
ASV3445,Saccharimonadia,0,0,0,0,0,0
ASV3446,Gracilibacteria,0,0.000687838,0,0,0,0
ASV3447,Verrucomicrobiae,0,0,0,0,0,0.006348132
ASV3448,Bacteroidia,0,0,0,0,0,0
ASV3449,Microgenomatia,0,0,0,0,0,0
ASV3450,Bacteroidia,0,0,0,0,0,0
ASV3451,Gammaproteobacteria,0,0,0,0,0,0
ASV3452,Parcubacteria,0,0.000422878,0,0,0,0
ASV3453,Alphaproteobacteria,0.004198826,0,0,0.002905583,0,0
ASV3454,Gammaproteobacteria,0.003184674,0,0,0,0,0
ASV3455,NA,0.006067949,0,0,0,0,0
ASV3456,Bacteroidia,0.000800564,0,0,0.005570296,0,0
ASV3457,Deltaproteobacteria,0.000800564,0,0,0.002680712,0.009355996,0
ASV3458,Woesearchaeia,0.007582024,0,0,0,0,0
ASV3459,Deltaproteobacteria,0.002619558,0,0,0.005811166,0,0
ASV3460,Deltaproteobacteria,0.001855618,0,0,0.001163555,0,0
ASV3461,Deltaproteobacteria,0.005850006,0,0,0,0,0
ASV3462,Alphaproteobacteria,0.005024692,0,0,0.002905583,0,0
ASV3463,Deltaproteobacteria,0.005362777,0,0,0,0,0
ASV3464,Gammaproteobacteria,0.002408062,0,0,0.001817972,0,0
ASV3465,Gammaproteobacteria,0.003713571,0,0,0.001900658,0,0
ASV3466,Deltaproteobacteria,0.001763801,0.000646684,0,0.009747064,0,0
ASV3467,Alphaproteobacteria,0,0,0,0.012604269,0,0
ASV3468,Alphaproteobacteria,0.002185693,0,0,0.003051958,0,0
ASV3469,Gammaproteobacteria,0.002099522,0,0,0,0,0
ASV3470,NA,0.000946001,0.000646684,0,0.000413522,0,0
ASV3471,Alphaproteobacteria,0.001351707,0,0,0.001163555,0,0
ASV3472,Alphaproteobacteria,0.001053274,0.000637775,0.000797219,0,0.001478852,0
ASV3473,Deltaproteobacteria,0.001055293,0,0,0,0,0
ASV3474,Deltaproteobacteria,0.002492233,0,0,0,0,0
ASV3475,Clostridia,0.001736627,0,0,0,0,0
ASV3476,Deltaproteobacteria,0.001718184,0,0,0.004043381,0,0
ASV3477,Deltaproteobacteria,0,0,0,0.005665019,0,0
ASV3478,Mollicutes,0.000262042,0,0,0.004732834,0,0
ASV3479,Gammaproteobacteria,0.001696115,0,0,0.00189406,0,0
ASV3480,Deltaproteobacteria,0,0,0,0.004272576,0.003118665,0
ASV3481,Gammaproteobacteria,0.000758962,0.001275551,0.001594439,0.001332356,0,0
ASV3482,Bacteroidia,0.001080146,0,0,0.00244996,0,0
ASV3483,Gammaproteobacteria,0.000434611,0,0,0.006238162,0,0
ASV3484,Deltaproteobacteria,0.001262841,0.0001583,0.00072044,0,0,0
ASV3485,Bacteroidia,0,0,0,0.003618509,0.000825355,0.001031694
ASV3486,Gammaproteobacteria,0.001249554,0.000646684,0,0.000600179,0,0
ASV3487,Clostridia,0.003244541,0,0,0.004914336,0,0
ASV3488,NA,0.001264915,0.001543053,0.002452359,0,0,0
ASV3489,Gammaproteobacteria,0.001863228,0,0,0,0,0
ASV3490,Alphaproteobacteria,0.000576104,0.001885088,0,0.002099341,0,0
ASV3491,Cloacimonadia,0,0,0,0.003385432,0.00623733,0
ASV3492,Spirochaetia,0.000991824,0,0,0.001512514,0,0
ASV3493,Deltaproteobacteria,0.004172999,0.001267083,0,0,0,0
ASV3494,Deltaproteobacteria,0.0008924,0,0,0.002357504,0,0
ASV3495,Alphaproteobacteria,0.000633606,0,0,0.001224342,0.001478852,0
ASV3496,Bacteroidia,0.001718184,0.002950342,0.000797219,0,0,0
ASV3497,Gammaproteobacteria,0.000867866,0,0,0.000816653,0.000825355,0.001031694
ASV3498,MVP-15,0.0008016,0.000925027,0,0,0,0
ASV3499,Bacteroidia,0.004830917,0,0,0.001163555,0,0
ASV3500,Bacilli,0,0,0,0.001998082,0,0
ASV3501,Bacteroidia,0,0,0,0.001998082,0,0
ASV3502,Bacteroidia,0,0,0,0.001998082,0,0
ASV3503,Bacteroidia,0,0,0,0.000856321,0,0.003469572
ASV3504,Campylobacteria,0.000824395,0.000476497,0,0,0,0
ASV3505,Bacteroidia,0.000339973,0.001821494,0.00077275,0,0,0
ASV3506,Alphaproteobacteria,0.001796106,0,0,0,0,0
ASV3507,Campylobacteria,8.50E-05,0,0,0.001745333,0.00165071,0.00293078
ASV3508,Bacteroidia,0,0,0,0.004663247,0,0
ASV3509,Gammaproteobacteria,0,0,0,0.004663247,0,0
ASV3510,Gammaproteobacteria,0,0.000845755,0.000131909,0.002664713,0,0
ASV3511,Alphaproteobacteria,0,0,0,0,0,0
ASV3512,Bacilli,0,0,0,0,0,0
ASV3513,Clostridia,0.000791661,0.002184289,0.002730361,0,0,0
ASV3514,Alphaproteobacteria,0,0,0,0,0,0
